Date,Closing Value
8/16/2013,3602.780029
8/15/2013,3606.120117
8/14/2013,3669.27002
8/13/2013,3684.439941
8/12/2013,3669.949951
8/9/2013,3660.110107
8/8/2013,3669.120117
8/7/2013,3654.01001
8/6/2013,3665.77002
8/5/2013,3692.949951
8/2/2013,3689.590088
8/1/2013,3675.73999
7/31/2013,3626.370117
7/30/2013,3616.469971
7/29/2013,3599.139893
7/26/2013,3613.159912
7/25/2013,3605.189941
7/24/2013,3579.600098
7/23/2013,3579.27002
7/22/2013,3600.389893
7/19/2013,3587.610107
7/18/2013,3611.280029
7/17/2013,3610
7/16/2013,3598.5
7/15/2013,3607.48999
7/12/2013,3600.080078
7/11/2013,3578.300049
7/10/2013,3520.76001
7/9/2013,3504.26001
7/8/2013,3484.830078
7/5/2013,3479.379883
7/3/2013,3443.669922
7/2/2013,3433.399902
7/1/2013,3434.48999
6/28/2013,3403.25
6/27/2013,3401.860107
6/26/2013,3376.219971
6/25/2013,3347.889893
6/24/2013,3320.76001
6/21/2013,3357.25
6/20/2013,3364.639893
6/19/2013,3443.199951
6/18/2013,3482.179932
6/17/2013,3452.129883
6/14/2013,3423.560059
6/13/2013,3445.360107
6/12/2013,3400.429932
6/11/2013,3436.949951
6/10/2013,3473.77002
6/7/2013,3469.219971
6/6/2013,3424.050049
6/5/2013,3401.47998
6/4/2013,3445.26001
6/3/2013,3465.370117
5/31/2013,3455.909912
5/30/2013,3491.300049
5/29/2013,3467.52002
5/28/2013,3488.889893
5/24/2013,3459.139893
5/23/2013,3459.419922
5/22/2013,3463.300049
5/21/2013,3502.120117
5/20/2013,3496.429932
5/17/2013,3498.969971
5/16/2013,3465.23999
5/15/2013,3471.620117
5/14/2013,3462.610107
5/13/2013,3438.790039
5/10/2013,3436.580078
5/9/2013,3409.169922
5/8/2013,3413.27002
5/7/2013,3396.629883
5/6/2013,3392.969971
5/3/2013,3378.629883
5/2/2013,3340.620117
5/1/2013,3299.129883
4/30/2013,3328.790039
4/29/2013,3307.02002
4/26/2013,3279.26001
4/25/2013,3289.98999
4/24/2013,3269.649902
4/23/2013,3269.330078
4/22/2013,3233.550049
4/19/2013,3206.060059
4/18/2013,3166.360107
4/17/2013,3204.669922
4/16/2013,3264.629883
4/15/2013,3216.48999
4/12/2013,3294.949951
4/11/2013,3300.159912
4/10/2013,3297.25
4/9/2013,3237.860107
4/8/2013,3222.25
4/5/2013,3203.860107
4/4/2013,3224.97998
4/3/2013,3218.600098
4/2/2013,3254.860107
4/1/2013,3239.169922
3/28/2013,3267.52002
3/27/2013,3256.52002
3/26/2013,3252.47998
3/25/2013,3235.300049
3/22/2013,3245
3/21/2013,3222.600098
3/20/2013,3254.189941
3/19/2013,3229.100098
3/18/2013,3237.590088
3/15/2013,3249.070068
3/14/2013,3258.929932
3/13/2013,3245.120117
3/12/2013,3242.320068
3/11/2013,3252.870117
3/8/2013,3244.370117
3/7/2013,3232.090088
3/6/2013,3222.370117
3/5/2013,3224.129883
3/4/2013,3182.030029
3/1/2013,3169.73999
2/28/2013,3160.189941
2/27/2013,3162.26001
2/26/2013,3129.649902
2/25/2013,3116.25
2/22/2013,3161.820068
2/21/2013,3131.48999
2/20/2013,3164.409912
2/19/2013,3213.590088
2/15/2013,3192.030029
2/14/2013,3198.659912
2/13/2013,3196.879883
2/12/2013,3186.48999
2/11/2013,3192
2/8/2013,3193.870117
2/7/2013,3165.129883
2/6/2013,3168.47998
2/5/2013,3171.580078
2/4/2013,3131.169922
2/1/2013,3179.100098
1/31/2013,3142.129883
1/30/2013,3142.310059
1/29/2013,3153.659912
1/28/2013,3154.300049
1/25/2013,3149.709961
1/24/2013,3130.379883
1/23/2013,3153.669922
1/22/2013,3143.179932
1/18/2013,3134.709961
1/17/2013,3136
1/16/2013,3117.540039
1/15/2013,3110.780029
1/14/2013,3117.5
1/11/2013,3125.629883
1/10/2013,3121.76001
1/9/2013,3105.810059
1/8/2013,3091.810059
1/7/2013,3098.810059
1/4/2013,3101.659912
1/3/2013,3100.570068
1/2/2013,3112.26001
12/31/2012,3019.51001
12/28/2012,2960.310059
12/27/2012,2985.909912
12/26/2012,2990.159912
12/24/2012,3012.600098
12/21/2012,3021.01001
12/20/2012,3050.389893
12/19/2012,3044.360107
12/18/2012,3054.530029
12/17/2012,3010.600098
12/14/2012,2971.330078
12/13/2012,2992.159912
12/12/2012,3013.810059
12/11/2012,3022.300049
12/10/2012,2986.959961
12/7/2012,2978.040039
12/6/2012,2989.27002
12/5/2012,2973.699951
12/4/2012,2996.689941
12/3/2012,3002.199951
11/30/2012,3010.23999
11/29/2012,3012.030029
11/28/2012,2991.780029
11/27/2012,2967.790039
11/26/2012,2976.780029
11/23/2012,2966.850098
11/21/2012,2926.550049
11/20/2012,2916.679932
11/19/2012,2916.070068
11/16/2012,2853.129883
11/15/2012,2836.939941
11/14/2012,2846.810059
11/13/2012,2883.889893
11/12/2012,2904.25
11/9/2012,2904.870117
11/8/2012,2895.580078
11/7/2012,2937.290039
11/6/2012,3011.929932
11/5/2012,2999.659912
11/2/2012,2982.129883
11/1/2012,3020.060059
10/31/2012,2977.22998
10/26/2012,2987.949951
10/25/2012,2986.120117
10/24/2012,2981.699951
10/23/2012,2990.459961
10/22/2012,3016.959961
10/19/2012,3005.620117
10/18/2012,3072.870117
10/17/2012,3104.120117
10/16/2012,3101.169922
10/15/2012,3064.179932
10/12/2012,3044.110107
10/11/2012,3049.409912
10/10/2012,3051.780029
10/9/2012,3065.02002
10/8/2012,3112.350098
10/5/2012,3136.189941
10/4/2012,3149.459961
10/3/2012,3135.22998
10/2/2012,3120.040039
10/1/2012,3113.530029
9/28/2012,3116.22998
9/27/2012,3136.600098
9/26/2012,3093.699951
9/25/2012,3117.72998
9/24/2012,3160.780029
9/21/2012,3179.959961
9/20/2012,3175.959961
9/19/2012,3182.620117
9/18/2012,3177.800049
9/17/2012,3178.669922
9/14/2012,3183.949951
9/13/2012,3155.830078
9/12/2012,3114.310059
9/11/2012,3104.530029
9/10/2012,3104.02002
9/7/2012,3136.419922
9/6/2012,3135.810059
9/5/2012,3069.27002
9/4/2012,3075.060059
8/31/2012,3066.959961
8/30/2012,3048.709961
8/29/2012,3081.189941
8/28/2012,3077.139893
8/27/2012,3073.189941
8/24/2012,3069.790039
8/23/2012,3053.399902
8/22/2012,3073.669922
8/21/2012,3067.26001
8/20/2012,3076.209961
8/17/2012,3076.590088
8/16/2012,3062.389893
8/15/2012,3030.929932
8/14/2012,3016.97998
8/13/2012,3022.52002
8/10/2012,3020.860107
8/9/2012,3018.639893
8/8/2012,3011.25
8/7/2012,3015.860107
8/6/2012,2989.909912
8/3/2012,2967.899902
8/2/2012,2909.77002
8/1/2012,2920.209961
7/31/2012,2939.52002
7/30/2012,2945.840088
7/27/2012,2958.090088
7/26/2012,2893.25
7/25/2012,2854.23999
7/24/2012,2862.98999
7/23/2012,2890.149902
7/20/2012,2925.300049
7/19/2012,2965.899902
7/18/2012,2942.600098
7/17/2012,2910.040039
7/16/2012,2896.939941
7/13/2012,2908.469971
7/12/2012,2866.189941
7/11/2012,2887.97998
7/10/2012,2902.330078
7/9/2012,2931.77002
7/6/2012,2937.330078
7/5/2012,2976.120117
7/3/2012,2976.080078
7/2/2012,2951.22998
6/29/2012,2935.050049
6/28/2012,2849.48999
6/27/2012,2875.320068
6/26/2012,2854.060059
6/25/2012,2836.159912
6/22/2012,2892.419922
6/21/2012,2859.090088
6/20/2012,2930.449951
6/19/2012,2929.76001
6/18/2012,2895.330078
6/15/2012,2872.800049
6/14/2012,2836.330078
6/13/2012,2818.610107
6/12/2012,2843.070068
6/11/2012,2809.72998
6/8/2012,2858.419922
6/7/2012,2831.02002
6/6/2012,2844.719971
6/5/2012,2778.110107
6/4/2012,2760.01001
6/1/2012,2747.47998
5/31/2012,2827.340088
5/30/2012,2837.360107
5/29/2012,2870.98999
5/25/2012,2837.530029
5/24/2012,2839.379883
5/23/2012,2850.120117
5/22/2012,2839.080078
5/21/2012,2847.209961
5/18/2012,2778.790039
5/17/2012,2813.689941
5/16/2012,2874.040039
5/15/2012,2893.76001
5/14/2012,2902.580078
5/11/2012,2933.820068
5/10/2012,2933.639893
5/9/2012,2934.709961
5/8/2012,2946.27002
5/7/2012,2957.76001
5/4/2012,2956.340088
5/3/2012,3024.300049
5/2/2012,3059.850098
5/1/2012,3050.439941
4/30/2012,3046.360107
4/27/2012,3069.199951
4/26/2012,3050.610107
4/25/2012,3029.629883
4/24/2012,2961.600098
4/23/2012,2970.449951
4/20/2012,3000.449951
4/19/2012,3007.560059
4/18/2012,3031.449951
4/17/2012,3042.820068
4/16/2012,2988.399902
4/13/2012,3011.330078
4/12/2012,3055.550049
4/11/2012,3016.459961
4/10/2012,2991.219971
4/9/2012,3047.080078
4/5/2012,3080.5
4/4/2012,3068.090088
4/3/2012,3113.570068
4/2/2012,3119.699951
3/30/2012,3091.570068
3/29/2012,3095.360107
3/28/2012,3104.959961
3/27/2012,3120.350098
3/26/2012,3122.570068
3/23/2012,3067.919922
3/22/2012,3063.320068
3/21/2012,3075.320068
3/20/2012,3074.149902
3/19/2012,3078.320068
3/16/2012,3055.26001
3/15/2012,3056.370117
3/14/2012,3040.72998
3/13/2012,3039.879883
3/12/2012,2983.659912
3/9/2012,2988.340088
3/8/2012,2970.419922
3/7/2012,2935.689941
3/6/2012,2910.320068
3/5/2012,2950.47998
3/2/2012,2976.189941
3/1/2012,2988.969971
2/29/2012,2966.889893
2/28/2012,2986.76001
2/27/2012,2966.159912
2/24/2012,2963.75
2/23/2012,2956.97998
2/22/2012,2933.169922
2/21/2012,2948.570068
2/17/2012,2951.780029
2/16/2012,2959.850098
2/15/2012,2915.830078
2/14/2012,2931.830078
2/13/2012,2931.389893
2/10/2012,2903.879883
2/9/2012,2927.22998
2/8/2012,2915.860107
2/7/2012,2904.080078
2/6/2012,2901.98999
2/3/2012,2905.659912
2/2/2012,2859.679932
2/1/2012,2848.27002
1/31/2012,2813.840088
1/30/2012,2811.939941
1/27/2012,2816.550049
1/26/2012,2805.280029
1/25/2012,2818.310059
1/24/2012,2786.639893
1/23/2012,2784.169922
1/20/2012,2786.699951
1/19/2012,2788.330078
1/18/2012,2769.709961
1/17/2012,2728.080078
1/13/2012,2710.669922
1/12/2012,2724.699951
1/11/2012,2710.76001
1/10/2012,2702.5
1/9/2012,2676.560059
1/6/2012,2674.219971
1/5/2012,2669.860107
1/4/2012,2648.360107
1/3/2012,2648.719971
12/30/2011,2605.149902
12/29/2011,2613.73999
12/28/2011,2589.97998
12/27/2011,2625.199951
12/23/2011,2618.639893
12/22/2011,2599.449951
12/21/2011,2577.969971
12/20/2011,2603.72998
12/19/2011,2523.139893
12/16/2011,2555.330078
12/15/2011,2541.01001
12/14/2011,2539.310059
12/13/2011,2579.27002
12/12/2011,2612.26001
12/9/2011,2646.850098
12/8/2011,2596.379883
12/7/2011,2649.209961
12/6/2011,2649.560059
12/5/2011,2655.76001
12/2/2011,2626.929932
12/1/2011,2626.199951
11/30/2011,2620.340088
11/29/2011,2515.51001
11/28/2011,2527.340088
11/25/2011,2441.51001
11/23/2011,2460.080078
11/22/2011,2521.280029
11/21/2011,2523.139893
11/18/2011,2572.5
11/17/2011,2587.98999
11/16/2011,2639.610107
11/15/2011,2686.199951
11/14/2011,2657.219971
11/11/2011,2678.75
11/10/2011,2625.149902
11/9/2011,2621.649902
11/8/2011,2727.48999
11/7/2011,2695.25
11/4/2011,2686.149902
11/3/2011,2697.969971
11/2/2011,2639.97998
11/1/2011,2606.959961
10/31/2011,2684.409912
10/28/2011,2737.149902
10/27/2011,2738.629883
10/26/2011,2650.669922
10/25/2011,2638.419922
10/24/2011,2699.439941
10/21/2011,2637.459961
10/20/2011,2598.620117
10/19/2011,2604.040039
10/18/2011,2657.429932
10/17/2011,2614.919922
10/14/2011,2667.850098
10/13/2011,2620.23999
10/12/2011,2604.72998
10/11/2011,2583.030029
10/10/2011,2566.050049
10/7/2011,2479.350098
10/6/2011,2506.820068
10/5/2011,2460.51001
10/4/2011,2404.820068
10/3/2011,2335.830078
9/30/2011,2415.399902
9/29/2011,2480.76001
9/28/2011,2491.580078
9/27/2011,2546.830078
9/26/2011,2516.689941
9/23/2011,2483.22998
9/22/2011,2455.669922
9/21/2011,2538.189941
9/20/2011,2590.23999
9/19/2011,2612.830078
9/16/2011,2622.310059
9/15/2011,2607.070068
9/14/2011,2572.550049
9/13/2011,2532.149902
9/12/2011,2495.090088
9/9/2011,2467.98999
9/8/2011,2529.139893
9/7/2011,2548.939941
9/6/2011,2473.830078
9/2/2011,2480.330078
9/1/2011,2546.040039
8/31/2011,2579.459961
8/30/2011,2576.110107
8/29/2011,2562.110107
8/26/2011,2479.850098
8/25/2011,2419.629883
8/24/2011,2467.689941
8/23/2011,2446.060059
8/22/2011,2345.379883
8/19/2011,2341.840088
8/18/2011,2380.429932
8/17/2011,2511.47998
8/16/2011,2523.449951
8/15/2011,2555.199951
8/12/2011,2507.97998
8/11/2011,2492.679932
8/10/2011,2381.050049
8/9/2011,2482.52002
8/8/2011,2357.689941
8/5/2011,2532.409912
8/4/2011,2556.389893
8/3/2011,2693.070068
8/2/2011,2669.23999
8/1/2011,2744.610107
7/29/2011,2756.379883
7/28/2011,2766.25
7/27/2011,2764.790039
7/26/2011,2839.959961
7/25/2011,2842.800049
7/22/2011,2858.830078
7/21/2011,2834.429932
7/20/2011,2814.22998
7/19/2011,2826.52002
7/18/2011,2765.110107
7/15/2011,2789.800049
7/14/2011,2762.669922
7/13/2011,2796.919922
7/12/2011,2781.909912
7/11/2011,2802.620117
7/8/2011,2859.810059
7/7/2011,2872.659912
7/6/2011,2834.02002
7/5/2011,2825.77002
7/1/2011,2816.030029
6/30/2011,2773.52002
6/29/2011,2740.48999
6/28/2011,2729.310059
6/27/2011,2688.280029
6/24/2011,2652.889893
6/23/2011,2686.75
6/22/2011,2669.189941
6/21/2011,2687.26001
6/20/2011,2629.659912
6/17/2011,2616.47998
6/16/2011,2623.699951
6/15/2011,2631.459961
6/14/2011,2678.719971
6/13/2011,2639.689941
6/10/2011,2643.72998
6/9/2011,2684.870117
6/8/2011,2675.379883
6/7/2011,2701.560059
6/6/2011,2702.560059
6/3/2011,2732.780029
6/2/2011,2773.310059
6/1/2011,2769.189941
5/31/2011,2835.300049
5/27/2011,2796.860107
5/26/2011,2782.919922
5/25/2011,2761.379883
5/24/2011,2746.159912
5/23/2011,2758.899902
5/20/2011,2803.320068
5/19/2011,2823.310059
5/18/2011,2815
5/17/2011,2783.209961
5/16/2011,2782.310059
5/13/2011,2828.469971
5/12/2011,2863.040039
5/11/2011,2845.060059
5/10/2011,2871.889893
5/9/2011,2843.25
5/6/2011,2827.560059
5/5/2011,2814.719971
5/4/2011,2828.22998
5/3/2011,2841.620117
5/2/2011,2864.080078
4/29/2011,2873.540039
4/28/2011,2872.530029
4/27/2011,2869.879883
4/26/2011,2847.540039
4/25/2011,2825.879883
4/21/2011,2820.159912
